state,Children 0-18,Adults 19-25,Adults 26-34,Adults 35-54,Adults 55-64,65+,year,Total People Experiencing Homelessness,gdp,American Indian or Alaska Native,Asian or Pacific Islander,Black or African American,White,gini,international_migration,unemployment_rate,State,Population,Index,Violent,Property,Murder,Rape,Robbery,Aggravated Assault,Burglary,Larceny-Theft,Vehicle Theft,with_death_penalty,Violent_Crimes,Violent_Crime_Rate
Michigan,0.257,0.09,0.111,0.296,0.119,0.128,2008,28248,390420.9,82491,260068,1485681,8118649,0.45,15332,0.083,MI,10002486,346053,51384,294669,554,4486,13234,33110,74686,184268,35715,0,102768,0.01027424582248853
Michigan,0.25,0.094,0.107,0.293,0.124,0.132,2009,14005,368733.8,83957,263190,1481101,8073343,0.45,15446,0.134,MI,9969727,333844,49825,284019,623,4524,12427,32251,76046,178628,29345,0,99650,0.009995258646500551
Michigan,0.251,0.09,0.106,0.286,0.13,0.137,2010,13058,390043.0,85726,267638,1482896,8041337,0.45,4691,0.127,MI,9877143,320194,48693,271501,580,4733,11522,31858,74345,169748,27408,0,97386,0.009859733730695201
Michigan,0.246,0.095,0.106,0.28,0.134,0.14,2011,13185,404554.7,86373,279024,1485327,8032329,0.46,22175,0.104,MI,9876801,295060,43731,251329,617,4344,10263,28507,69755,156666,24908,0,87462,0.008855296365695734
Michigan,0.243,0.096,0.105,0.275,0.136,0.146,2012,12592,422691.2,87347,291220,1487764,8031958,0.46,24499,0.091,MI,9882519,294211,44962,249249,701,4635,10423,29203,65560,158609,25080,0,89924,0.009099299480223614
Michigan,0.24,0.096,0.107,0.27,0.139,0.149,2013,11527,437274.4,87902,304416,1487426,8035058,0.46,23793,0.087,MI,9898193,274892,44757,230135,625,4506,10093,27254,56256,149794,24085,0,87235,0.008813224797697923
Michigan,0.236,0.096,0.109,0.265,0.14,0.154,2014,12227,451773.2,88632,317286,1489035,8037080,0.46,23685,0.073,MI,9916306,245247,42555,202692,544,4500,8037,27610,44328,137142,21222,0,83246,0.008394859940788434
Michigan,0.235,0.095,0.111,0.261,0.141,0.159,2015,10516,474983.3,89243,328739,1489379,8027122,0.4667,21766,0.054,MI,9917715,232903,41712,191191,585,4782,7818,26599,40375,132019,18797,0,81496,0.008217215356561466
Michigan,0.232,0.094,0.113,0.257,0.143,0.162,2016,9316,490264.0,89858,342850,1491512,8029897,0.4695,28244,0.049,MI,9928300,235192,45572,189620,598,5114,7120,30729,39568,129876,20176,0,89133,0.008977669893133769
Michigan,0.23,0.092,0.114,0.253,0.143,0.167,2017,9051,502130.4,90684,355397,1494889,8035782,0.4671,21372,0.046,MI,9976447,224722,44883,179839,569,7110,6508,30696,35833,124410,19596,0,89766,0.008997792500676845
Michigan,0.228,0.091,0.118,0.249,0.143,0.172,2018,8351,520245.1,91072,363703,1498013,8034498,0.4679,14012,0.041,MI,9984072,211362,45176,166186,555,7901,5638,31082,31834,116876,17476,0,90352,0.009049614225538438
Michigan,0.227,0.091,0.118,0.246,0.142,0.177,2019,8575,532217.0,91974,367294,1500653,8024874,0.4634,9228,0.041,MI,9986857,201982,43686,158296,556,7235,5350,30545,28572,111980,17744,0,87372,0.008748698414325948
Minnesota,0.255,0.093,0.118,0.301,0.114,0.119,2008,7644,267420.6,75748,219151,294544,4657575,0.45,9970,0.054,MN,5230567,162976,13771,149205,109,1805,4179,7678,26483,112579,10143,0,27542,0.005265585929785432
Minnesota,0.254,0.092,0.121,0.292,0.118,0.123,2009,7718,262088.9,76722,226790,304750,4672941,0.44,10066,0.08,MN,5266214,152160,12874,139286,74,1789,3619,7392,25580,105160,8546,0,25748,0.004889280990100288
Minnesota,0.255,0.086,0.123,0.287,0.122,0.126,2010,7869,274231.3,78038,234473,314152,4684271,0.44,3026,0.074,MN,5310658,148946,12515,136431,96,1798,3388,7233,24415,103429,8587,0,25030,0.004713163604208744
Minnesota,0.254,0.088,0.123,0.28,0.125,0.129,2011,7495,287039.3,79665,244600,324926,4697429,0.44,12203,0.065,MN,5347299,148506,12323,136183,75,2113,3385,6750,25681,102354,8148,0,24646,0.0046090558990623115
Minnesota,0.252,0.084,0.128,0.275,0.129,0.133,2012,7744,298328.3,80872,253808,334773,4708047,0.44,11609,0.056,MN,5379646,150571,12419,138152,99,1638,3475,7207,25378,104316,8458,0,24838,0.004617032421835935
Minnesota,0.249,0.087,0.125,0.271,0.131,0.138,2013,8214,311126.4,82327,262780,346476,4723139,0.45,11388,0.049,MN,5420380,143295,12100,131195,114,1403,3674,6909,22713,100516,7966,0,24200,0.004464631630992661
Minnesota,0.247,0.087,0.127,0.266,0.133,0.14,2014,8377,324751.4,83262,272913,360722,4735768,0.45,16291,0.041,MN,5457125,137882,12505,125377,88,1448,3687,6729,20773,96237,8367,0,24457,0.004481663879790183
Minnesota,0.246,0.085,0.125,0.265,0.135,0.144,2015,7546,335530.2,84512,282513,375321,4741656,0.4492,16783,0.037,MN,5482435,135303,13319,121984,133,1679,3771,7094,19299,94704,7981,0,25996,0.0047416886839515655
Minnesota,0.245,0.085,0.124,0.261,0.136,0.149,2016,7341,344060.8,85442,292779,393255,4753884,0.4496,16581,0.039,MN,5519952,131150,13394,117756,101,1731,3728,7217,18606,90422,8728,0,26171,0.004741164415922457
Minnesota,0.244,0.085,0.124,0.259,0.137,0.152,2017,7668,353664.9,86692,301703,410987,4769901,0.4516,11352,0.035,MN,5568155,135775,13345,122430,114,2405,3627,7199,18828,93602,10000,0,26690,0.004793329208687617
Minnesota,0.244,0.084,0.125,0.255,0.137,0.156,2018,7243,372011.3,88008,309928,428105,4782721,0.4536,10089,0.029,MN,5606249,124589,12403,112186,107,2475,2946,6875,16206,85849,10131,0,24806,0.004424705360036631
Minnesota,0.243,0.082,0.125,0.252,0.137,0.162,2019,7977,383956.6,88547,316960,444153,4790393,0.4434,9317,0.032,MN,5639632,130568,13332,117236,117,2448,3149,7618,15927,90092,11217,0,26664,0.00472796806600147
Mississippi,0.281,0.095,0.112,0.277,0.112,0.123,2008,1961,94514.5,16752,28439,1103216,1799399,0.48,2089,0.068,MS,2940212,95397,8952,86445,234,927,3092,4699,25810,54282,6353,1,17904,0.006089356821889034
Mississippi,0.28,0.097,0.117,0.267,0.114,0.126,2009,6959,91792.2,17199,29588,1108721,1803266,0.47,1939,0.094,MS,2951996,95778,8451,87327,194,991,2969,4297,29559,52329,5439,1,16902,0.005725617514386876
Mississippi,0.274,0.093,0.112,0.271,0.121,0.129,2010,2743,93943.1,17589,30383,1117498,1805145,0.47,673,0.105,MS,2970072,96595,7999,88596,204,931,2777,4087,30453,52784,5360,1,15998,0.0053864014071039355
Mississippi,0.271,0.095,0.112,0.269,0.124,0.13,2011,2306,96218.0,17717,31615,1123666,1806149,0.47,2450,0.105,MS,2977457,97818,8009,89809,232,863,2496,4418,30722,54179,4908,1,16018,0.005379758632954229
Mississippi,0.271,0.098,0.112,0.261,0.124,0.134,2012,2413,100448.4,17954,32079,1128281,1806285,0.49,2310,0.092,MS,2986450,91702,7769,83933,213,819,2277,4460,28084,51520,4329,1,15538,0.005202832794789801
Mississippi,0.265,0.096,0.113,0.26,0.127,0.139,2013,2403,102371.0,18148,33354,1134074,1804263,0.48,2082,0.087,MS,2992206,89851,8303,81548,217,726,2413,4649,24969,52192,4387,1,16308,0.005450159514418459
Mississippi,0.263,0.094,0.112,0.259,0.128,0.144,2014,2226,104300.3,18389,34378,1138118,1801007,0.48,2922,0.078,MS,2993443,95218,8331,86887,259,768,2405,4585,23898,58515,4474,1,16348,0.005461269848799526
Mississippi,0.263,0.094,0.109,0.257,0.128,0.148,2015,1983,105914.6,18602,35434,1140645,1795550,0.4759,3496,0.065,MS,2989390,93975,8190,85785,253,851,2312,4467,25068,56446,4271,1,16073,0.005376682199378468
Mississippi,0.262,0.094,0.109,0.255,0.129,0.151,2016,1738,107291.4,18749,35684,1144097,1792065,0.4828,1124,0.058,MS,2988726,91115,8383,82732,238,905,2397,4471,23354,55054,4324,1,16394,0.005485280350222804
Mississippi,0.259,0.095,0.105,0.254,0.131,0.156,2017,1472,109600.8,19061,36289,1145930,1789394,0.479,2641,0.051,MS,2989663,90425,7661,82764,190,658,2492,4321,22449,55968,4347,1,15322,0.00512499234863595
Mississippi,0.255,0.091,0.113,0.249,0.131,0.16,2018,1352,112201.7,19212,37034,1145262,1781371,0.4828,2089,0.048,MS,2981020,79630,7929,71701,214,596,1700,5419,20355,46201,5145,1,15858,0.005319655688321447
Mississippi,0.254,0.089,0.11,0.251,0.131,0.165,2019,1184,114234.4,19441,37607,1144256,1776923,0.4896,730,0.054,MS,2976149,78979,8272,70707,332,747,1700,5493,18660,46300,5747,1,16544,0.005558861468293422
Missouri,0.255,0.093,0.117,0.287,0.117,0.133,2008,7687,254045.8,37457,109200,719723,5057536,0.45,6266,0.059,MO,5956335,246286,29711,216575,456,1614,7396,20245,45772,150041,20762,1,59422,0.00997626896405256
Missouri,0.256,0.093,0.116,0.282,0.119,0.135,2009,2797,253317.7,38256,113258,728187,5081387,0.45,6133,0.094,MO,5987580,231296,29513,201783,387,1606,7437,20083,43591,140764,17428,1,59026,0.00985807287752314
Missouri,0.252,0.092,0.114,0.279,0.124,0.139,2010,8122,259816.1,39039,118084,736352,5102614,0.46,2007,0.093,MO,5995715,228298,27440,200858,420,1445,6185,19390,44197,140526,16135,1,54880,0.0091532035795564
Missouri,0.25,0.09,0.118,0.273,0.129,0.141,2011,8989,262067.1,39603,123053,740839,5107687,0.46,9118,0.084,MO,6008984,225973,26888,199085,366,1469,6275,18778,44875,138879,15331,1,53776,0.008949266631430537
Missouri,0.247,0.091,0.119,0.268,0.129,0.146,2012,10237,271535.1,40207,126608,745502,5113710,0.46,7165,0.069,MO,6024522,227002,27189,199813,390,1527,5782,19490,42510,140971,16332,1,54378,0.009026110287255985
Missouri,0.244,0.093,0.119,0.264,0.131,0.149,2013,8581,280571.0,40680,130199,751232,5120878,0.46,6101,0.067,MO,6044917,215871,26216,189655,369,1679,5486,18056,38797,134514,16344,1,51806,0.00857017557064886
Missouri,0.243,0.091,0.12,0.261,0.133,0.152,2014,7282,287507.5,41504,134651,755894,5127081,0.46,6917,0.061,MO,6063827,203318,26882,176436,404,1728,5592,18483,35293,124769,16374,1,53089,0.00875503209441826
Missouri,0.243,0.093,0.116,0.257,0.136,0.155,2015,6482,296929.3,42141,139725,760593,5132952,0.4634,9806,0.05,MO,6076204,204080,30292,173788,503,1858,6383,20833,34029,122749,17010,1,59869,0.009853026659407748
Missouri,0.244,0.087,0.118,0.256,0.137,0.159,2016,6194,300914.5,42878,143133,764751,5140622,0.4646,6232,0.045,MO,6093000,202193,31644,170549,537,1884,6570,21983,31710,120544,18295,1,62618,0.010277039225340555
Missouri,0.241,0.086,0.122,0.25,0.137,0.164,2017,6037,308002.3,43846,148499,768853,5150184,0.4618,8714,0.038,MO,6108612,205830,32450,173380,599,2737,6362,22752,30086,123356,19938,1,64900,0.010624344777504284
Missouri,0.237,0.088,0.12,0.248,0.139,0.169,2018,5883,318153.5,44641,152425,772562,5156358,0.4657,6373,0.032,MO,6121623,193394,30696,162698,599,2935,5206,21956,27345,115506,19847,1,61392,0.010028712973667277
Missouri,0.236,0.085,0.121,0.246,0.139,0.172,2019,6179,332485.8,45541,157393,775337,5162204,0.4633,6657,0.033,MO,6137428,192326,30380,161946,568,2917,4959,21936,26414,114460,21072,1,60760,0.00989991247147828
Montana,0.256,0.095,0.106,0.279,0.127,0.137,2008,1417,37224.9,67202,7749,6665,894799,0.45,374,0.045,MT,968035,29241,2918,26323,33,346,203,2336,3654,20898,1771,1,5836,0.00602870763970311
Montana,0.242,0.097,0.11,0.274,0.136,0.143,2009,1196,36187.8,68342,8103,6917,900620,0.43,344,0.06,MT,974989,27624,2798,24826,32,357,228,2181,3686,19528,1612,1,5596,0.005739551933406428
Montana,0.243,0.083,0.111,0.27,0.144,0.15,2010,1615,38336.1,69451,8214,7097,905968,0.44,385,0.068,MT,990958,28142,2733,25409,25,332,154,2222,3692,20166,1551,1,5466,0.005515874537568696
Montana,0.234,0.094,0.113,0.261,0.149,0.15,2011,1768,40995.1,70499,8747,7902,910370,0.44,617,0.066,MT,997677,26640,2755,23885,29,366,171,2189,3347,19089,1449,1,5510,0.005522829533005171
Montana,0.232,0.088,0.111,0.261,0.15,0.157,2012,1833,42340.9,71584,9002,8546,915036,0.45,535,0.06,MT,1005494,28905,2803,26102,29,392,202,2180,3920,20484,1698,1,5606,0.0055753689231362894
Montana,0.234,0.092,0.111,0.25,0.15,0.162,2013,1878,43687.9,72788,9899,8709,922762,0.46,1862,0.054,MT,1014864,29119,2924,26195,23,382,217,2217,4122,20192,1881,1,5763,0.005678593387882514
Montana,0.231,0.096,0.111,0.245,0.151,0.167,2014,1745,45177.2,73839,10340,8934,929544,0.45,817,0.047,MT,1023252,28886,3361,25525,38,396,202,2563,3639,19826,2060,1,6560,0.0064109329862047666
Montana,0.229,0.092,0.114,0.243,0.149,0.173,2015,1709,46604.1,74617,10723,9221,936934,0.4623,798,0.041,MT,1032073,30923,3647,27276,38,405,210,2827,3887,20966,2423,1,7127,0.00690551928012844
Montana,0.232,0.092,0.108,0.239,0.151,0.178,2016,1418,45490.9,75495,11296,9597,945749,0.4667,1026,0.041,MT,1042520,31816,3840,27976,36,414,266,2960,3934,21299,2743,1,7516,0.007209454015270691
Montana,0.225,0.093,0.113,0.241,0.148,0.181,2017,1529,48533.9,76675,11765,10054,955368,0.4539,1106,0.04,MT,1053090,31231,3937,27294,41,639,234,3023,3623,21073,2598,1,7874,0.007477043747447986
Montana,0.225,0.082,0.115,0.24,0.147,0.192,2018,1405,50916.9,77119,12096,10261,962342,0.4535,435,0.037,MT,1060665,30827,4040,26787,37,569,270,3164,3329,20641,2817,1,8080,0.007617862378790664
Montana,0.226,0.085,0.114,0.236,0.143,0.196,2019,1357,51925.4,77469,12811,10637,969206,0.4597,1277,0.035,MT,1068778,27768,4328,23440,27,624,205,3472,2887,18176,2377,1,8656,0.008098969103031687
Nebraska,0.272,0.092,0.118,0.278,0.111,0.128,2008,3985,85628.0,24651,35366,91900,1644461,0.43,3043,0.033,NE,1781949,56870,5537,51333,69,600,1297,3571,8717,38393,4223,1,11074,0.006214543738344925
Nebraska,0.262,0.102,0.119,0.271,0.114,0.132,2009,1645,86870.4,25202,36770,94396,1656315,0.44,3069,0.047,NE,1796619,54930,5199,49731,41,617,1220,3321,8726,37496,3509,1,10398,0.005787537591442593
Nebraska,0.265,0.092,0.122,0.268,0.121,0.132,2010,3877,91561.5,26047,38527,96754,1668263,0.43,714,0.047,NE,1830141,53920,5093,48827,54,674,1020,3345,8318,36896,3613,1,10186,0.005565691386619938
Nebraska,0.264,0.096,0.117,0.265,0.125,0.134,2011,3548,99921.1,26793,39959,98658,1675504,0.45,2255,0.045,NE,1842234,55566,4672,50894,68,699,993,2912,8725,38060,4109,1,9344,0.005072102675338746
Nebraska,0.266,0.088,0.122,0.263,0.125,0.136,2012,3789,102725.9,27506,42230,100375,1683580,0.43,3319,0.039,NE,1855350,56005,4802,51203,52,710,1128,2912,8745,38301,4157,1,9604,0.005176381814751933
Nebraska,0.264,0.093,0.123,0.254,0.127,0.14,2013,3145,107260.7,28187,44021,102456,1691149,0.44,3241,0.038,NE,1868969,54146,4949,49197,56,621,1035,3011,8945,35791,4461,1,9672,0.005175045707018148
Nebraska,0.266,0.089,0.122,0.252,0.128,0.143,2014,3026,111945.9,29208,47503,105102,1698142,0.44,5133,0.033,NE,1882980,52727,5201,47526,53,645,1044,3226,7936,35063,4527,1,10169,0.00540048221436234
Nebraska,0.264,0.094,0.119,0.249,0.129,0.146,2015,2744,116514.6,30167,50282,107189,1704421,0.4473,4195,0.03,NE,1893765,47764,5167,42597,62,648,994,3226,6443,32148,4006,1,10097,0.005331706943575365
Nebraska,0.259,0.094,0.119,0.25,0.129,0.149,2016,2754,118145.9,31068,53836,110030,1711549,0.4477,6024,0.032,NE,1907116,48713,5550,43163,49,738,946,3561,6444,31994,4725,1,10844,0.0056860725828948005
Nebraska,0.26,0.09,0.124,0.244,0.131,0.152,2017,2501,121726.6,31921,56016,111846,1717215,0.4391,4822,0.029,NE,1917575,49835,5979,43856,42,1191,1020,3726,6513,32064,5279,1,11958,0.006236001199431573
Nebraska,0.261,0.087,0.12,0.246,0.13,0.156,2018,2421,127015.5,32917,58030,114258,1720307,0.4488,3478,0.028,NE,1925614,45776,5583,40193,44,1290,736,3513,5308,29987,4898,1,11166,0.005798669930733782
Nebraska,0.26,0.088,0.122,0.24,0.129,0.162,2019,2365,131866.9,33496,59182,116163,1723730,0.44,2220,0.03,NE,1934408,45270,5821,39449,45,1253,792,3731,4745,29719,4985,1,11642,0.006018378749467537
Nevada,0.27,0.085,0.128,0.288,0.113,0.115,2008,8726,130609.5,47597,226589,244200,2135244,0.43,11021,0.071,NV,2615772,108790,18917,89873,165,1104,6475,11173,24208,49747,15918,1,37834,0.014463798832619968
Nevada,0.271,0.087,0.131,0.281,0.113,0.116,2009,12918,122127.1,48907,235624,251426,2148708,0.43,10969,0.117,NV,2643085,99615,18639,80976,156,1024,6028,11431,22115,46463,12398,1,37278,0.014103973197986444
Nevada,0.261,0.091,0.127,0.281,0.119,0.122,2010,11205,124669.4,49869,243823,256689,2152102,0.45,989,0.138,NV,2704283,92933,17929,75004,158,965,5298,11508,22286,42533,10185,1,35858,0.013259706916768697
Nevada,0.256,0.092,0.125,0.279,0.122,0.126,2011,9150,127677.9,50418,248981,261092,2152623,0.45,1101,0.132,NV,2720028,85527,15452,70075,139,913,4308,10092,20342,40156,9577,1,30904,0.011361647747743774
Nevada,0.252,0.093,0.126,0.277,0.122,0.131,2012,8497,129312.9,51324,255941,270950,2166455,0.45,3660,0.111,NV,2754354,94273,16763,77510,124,931,4918,10790,22120,45372,10018,1,33526,0.012172001129847508
Nevada,0.25,0.091,0.126,0.273,0.122,0.137,2013,7039,132086.4,52122,265256,277584,2181994,0.45,4534,0.095,NV,2791494,96065,16888,79177,163,1090,5183,10060,23047,46132,9998,1,33384,0.011959187445862322
Nevada,0.245,0.093,0.126,0.272,0.122,0.142,2014,8582,136008.7,53535,274464,287469,2203467,0.44,3893,0.078,NV,2838281,92617,18043,74574,170,987,5954,10562,21924,42466,10184,1,35716,0.01258367300489275
Nevada,0.243,0.09,0.126,0.271,0.124,0.148,2015,8743,145115.9,54902,284687,300098,2228844,0.4548,6468,0.067,NV,2883758,97255,20118,77137,178,1232,6287,11965,22360,43426,11351,1,39780,0.01379450009328106
Nevada,0.242,0.089,0.127,0.266,0.125,0.151,2016,7398,151840.4,56308,294913,314504,2253830,0.4577,2866,0.057,NV,2940058,95983,19936,76047,224,1292,6340,11639,18850,44017,13180,1,39431,0.01341164017852709
Nevada,0.239,0.087,0.127,0.268,0.125,0.155,2017,7833,160653.1,57796,305544,329702,2279055,0.4606,2951,0.05,NV,2972405,94983,16663,78320,266,1896,4841,9660,20049,45459,12812,1,33326,0.011211796508214729
Nevada,0.237,0.084,0.129,0.265,0.125,0.159,2018,7544,170257.6,59401,315353,344235,2311736,0.469,-697,0.046,NV,3027341,90713,16715,73998,202,2329,3862,10322,17741,44341,11916,1,33430,0.011042693902008396
Nevada,0.235,0.083,0.131,0.262,0.126,0.163,2019,7169,182186.3,61041,327908,357741,2344081,0.471,5814,0.039,NV,3080156,86735,15210,71525,143,2161,3286,9620,15510,44755,11260,1,30420,0.009876123157398522
New Hampshire,0.237,0.08,0.106,0.324,0.129,0.124,2008,2019,61700.2,4615,29992,18948,1262351,0.42,1807,0.039,NH,1321872,30181,2127,28054,14,400,424,1289,4332,22316,1406,1,4254,0.0032181633320018882
New Hampshire,0.233,0.088,0.099,0.317,0.131,0.132,2009,13169,62522.9,4600,30988,19530,1260984,0.43,1787,0.062,NH,1324575,30915,2125,28790,11,399,454,1261,4915,22748,1127,1,4250,0.0032085763358058244
New Hampshire,0.232,0.078,0.099,0.315,0.141,0.135,2010,1574,64843.6,4539,31614,20167,1260487,0.43,501,0.061,NH,1316807,31434,2204,29230,13,411,450,1330,5444,22789,997,1,4408,0.0033474913180139535
New Hampshire,0.227,0.082,0.099,0.308,0.145,0.139,2011,1469,66153.2,4650,33574,21003,1261217,0.43,3078,0.055,NH,1317807,35620,2864,32756,16,581,509,1758,6244,25398,1114,1,5728,0.004346615247908078
